CSD_ID,Season,County,year_group,count,average_level
414241000000000,Spring,MORRILL,201,10,13.397
414325000000000,Spring,DODGE,201,5,34.808
414337000000000,Spring,SCOTTS BLUFF,201,10,17.762
414350000000000,Spring,COLFAX,201,5,38.524
414438000000000,Spring,MORRILL,201,10,12.957
414440000000000,Spring,MORRILL,201,15,4.438
414515000000000,Spring,MORRILL,201,2,34.11
414530000000000,Spring,MORRILL,201,5,48.456
414559000000000,Spring,CUMING,201,5,1.599
414609000000000,Spring,WHEELER,201,5,1.73
414648000000000,Spring,BURT,201,3,10.67333333333333333333333333
414711000000000,Spring,MORRILL,201,10,32.617
414752000000000,Spring,LOUP,201,4,144.845
414752000000000,Spring,GARFIELD,201,5,3.566
414831000000000,Spring,MORRILL,201,15,22.44666666666666666666666667
414949000000000,Spring,SCOTTS BLUFF,201,16,36.6175
415447000000000,Spring,SCOTTS BLUFF,201,8,7.20
414324000000000,Spring,SCOTTS BLUFF,201,5,37.834
414324000000000,Spring,VALLEY,201,7,25.71428571428571428571428571
414517000000000,Spring,MORRILL,201,20,4.655
414627000000000,Spring,BOONE,201,5,56.124
414650000000000,Spring,LOUP,201,7,13.02857142857142857142857143
414715000000000,Spring,SCOTTS BLUFF,201,10,8.73
414805000000000,Spring,GARFIELD,201,7,126.0285714285714285714285714
414816000000000,Spring,BOONE,201,5,63.41
414818000000000,Spring,MORRILL,201,15,31.37533333333333333333333333
414922000000000,Spring,MORRILL,201,15,17.17
414923000000000,Spring,LOUP,201,5,55.776
414948000000000,Spring,MORRILL,201,7,86.77428571428571428571428571
415000000000000,Spring,KEYA PAHA,201,4,12.3825
415030000000000,Spring,LOUP,201,5,91.16
415118000000000,Spring,MORRILL,201,13,13.26076923076923076923076923
415134000000000,Spring,SCOTTS BLUFF,201,10,15.677
